"","week","posteam","receiver","position","games","targets","rec","yards","TD","air_yards","fumbles","fpts","team_targets","team_air_yards","target_share","air_yards_share","WOPR"
"1039",6,"NE","R.Izzo","TE",1,3,3,38,0,25,1,1.8,27,147,0.111111111111111,0.170068027210884,0.285714285714286
"1040",6,"NYG","A.Mack","WR",1,1,1,1,0,1,0,0.1,18,125,0.0555555555555556,0.008,0.0889333333333333
"1041",6,"NYG","C.Board","WR",1,3,1,8,0,27,0,0.8,18,125,0.166666666666667,0.216,0.4012
"1042",6,"NYG","D.Slayton","WR",1,4,2,41,1,62,0,10.1,18,125,0.222222222222222,0.496,0.680533333333333
"1043",6,"NYG","E.Engram","TE",1,3,2,30,0,29,0,3,18,125,0.166666666666667,0.232,0.4124
"1044",6,"NYG","G.Tate","WR",1,1,1,11,0,11,0,1.1,18,125,0.0555555555555556,0.088,0.144933333333333
"1045",6,"NYG","K.Smith","TE",1,3,3,15,0,1,0,1.5,18,125,0.166666666666667,0.008,0.2556
"1046",6,"NYJ","B.Berrios","WR",1,3,1,18,0,42,0,1.8,39,369,0.0769230769230769,0.113821138211382,0.195059412132583
"1047",6,"NYJ","B.Perriman","WR",1,8,4,62,0,134,0,6.2,39,369,0.205128205128205,0.363143631436314,0.561892849697728
"1048",6,"NYJ","J.Crowder","WR",1,13,7,48,0,99,0,4.8,39,369,0.333333333333333,0.268292682926829,0.68780487804878
"1049",6,"NYJ","J.Smith","WR",1,4,1,8,0,69,0,0.8,39,369,0.102564102564103,0.186991869918699,0.284740462789243
"1050",6,"NYJ","R.Griffin","TE",1,3,2,17,0,17,0,1.7,39,369,0.0769230769230769,0.046070460704607,0.14763393787784
"1051",6,"PHI","G.Ward","WR",1,3,2,19,0,13,0,1.9,39,376,0.0769230769230769,0.0345744680851064,0.13958674304419
"1052",6,"PHI","J.Arcega-Whiteside","WR",1,1,0,0,0,12,0,0,39,376,0.0256410256410256,0.0319148936170213,0.0608019639934534
"1053",6,"PHI","J.Croom","TE",1,1,1,3,1,3,0,6.3,39,376,0.0256410256410256,0.00797872340425532,0.0440466448445172
"1054",6,"PHI","J.Hightower","WR",1,4,1,50,0,130,0,5,39,376,0.102564102564103,0.345744680851064,0.395867430441899
"1055",6,"PHI","R.Rodgers","TE",1,3,3,31,0,27,0,3.1,39,376,0.0769230769230769,0.0718085106382979,0.165650572831424
"1056",6,"PHI","T.Fulgham","WR",1,10,6,75,1,105,0,13.5,39,376,0.256410256410256,0.279255319148936,0.58009410801964
"1057",6,"PHI","Z.Ertz","TE",1,10,4,33,0,67,0,3.3,39,376,0.256410256410256,0.178191489361702,0.509349427168576
"1058",6,"PIT","C.Claypool","WR",1,4,4,74,0,49,0,7.4,23,172,0.173913043478261,0.284883720930233,0.460288169868554
"1059",6,"PIT","E.Ebron","TE",1,4,2,9,0,28,0,0.9,23,172,0.173913043478261,0.162790697674419,0.374823053589484
"1060",6,"PIT","J.Smith-Schuster","WR",1,4,2,6,0,13,0,0.6,23,172,0.173913043478261,0.0755813953488372,0.313776541961577
"1061",6,"PIT","J.Washington","WR",1,7,4,68,1,94,0,12.8,23,172,0.304347826086957,0.546511627906977,0.839079878665318
"1062",6,"PIT","R.McCloud","WR",1,1,0,0,0,0,0,0,23,172,0.0434782608695652,0,0.0652173913043478
"1063",6,"SF","B.Aiyuk","WR",1,3,2,12,1,42,0,7.2,32,145,0.09375,0.289655172413793,0.343383620689655
"1064",6,"SF","D.Samuel","WR",1,6,6,66,1,-32,0,12.6,32,145,0.1875,-0.220689655172414,0.12676724137931
"1065",6,"SF","G.Kittle","TE",1,10,7,109,1,65,0,16.9,32,145,0.3125,0.448275862068966,0.782543103448276
"1066",6,"SF","K.Bourne","WR",1,3,2,44,0,38,0,4.4,32,145,0.09375,0.262068965517241,0.324073275862069
"1067",6,"SF","T.Taylor","WR",1,2,1,8,0,5,0,0.8,32,145,0.0625,0.0344827586206897,0.117887931034483
"1068",6,"TB","C.Brate","TE",1,1,1,3,0,3,0,0.3,27,231,0.037037037037037,0.012987012987013,0.0646464646464646
"1069",6,"TB","C.Godwin","WR",1,7,5,48,0,34,0,4.8,27,231,0.259259259259259,0.147186147186147,0.491919191919192
"1070",6,"TB","C.Grayson","WR",1,2,0,0,0,44,0,0,27,231,0.0740740740740741,0.19047619047619,0.244444444444444
"1071",6,"TB","M.Evans","WR",1,2,1,10,0,11,0,1,27,231,0.0740740740740741,0.0476190476190476,0.144444444444444
"1072",6,"TB","R.Gronkowski","TE",1,8,5,78,1,91,0,13.8,27,231,0.296296296296296,0.393939393939394,0.72020202020202
"1073",6,"TB","S.Miller","WR",1,2,1,6,0,37,0,0.6,27,231,0.0740740740740741,0.16017316017316,0.223232323232323
"1074",6,"TB","T.Johnson","WR",1,1,1,7,1,7,0,6.7,27,231,0.037037037037037,0.0303030303030303,0.0767676767676768
"1075",6,"TEN","A.Brown","WR",1,7,5,58,2,93,0,17.8,41,309,0.170731707317073,0.300970873786408,0.466777172626095
"1076",6,"TEN","A.Firkser","TE",1,9,8,113,1,66,0,17.3,41,309,0.219512195121951,0.213592233009709,0.478782855789723
"1077",6,"TEN","A.Humphries","WR",1,6,6,64,1,55,0,12.4,41,309,0.146341463414634,0.177993527508091,0.344107664377615
"1078",6,"TEN","C.Batson","WR",1,1,1,13,0,12,0,1.3,41,309,0.024390243902439,0.0388349514563107,0.063769831873076
"1079",6,"TEN","G.Swaim","TE",1,3,2,10,0,1,0,1,41,309,0.0731707317073171,0.00323624595469256,0.11202146972926
"1080",6,"TEN","J.Smith","TE",1,2,1,13,0,13,0,1.3,41,309,0.0487804878048781,0.0420711974110032,0.102620569895019
"1081",6,"TEN","K.Raymond","WR",1,4,3,32,0,75,0,3.2,41,309,0.0975609756097561,0.242718446601942,0.316244376035993
"1082",6,"WAS","A.Gandy-Golden","WR",1,1,0,0,0,7,0,0,40,244,0.025,0.0286885245901639,0.0575819672131148
"1083",6,"WAS","C.Sims","WR",1,1,1,22,1,22,0,8.2,40,244,0.025,0.0901639344262295,0.100614754098361
"1084",6,"WAS","D.Inman","WR",1,5,5,45,0,37,0,4.5,40,244,0.125,0.151639344262295,0.293647540983607
"1085",6,"WAS","I.Wright","WR",1,5,4,25,0,23,0,2.5,40,244,0.125,0.0942622950819672,0.253483606557377
"1086",6,"WAS","L.Thomas","TE",1,4,3,42,1,40,0,10.2,40,244,0.1,0.163934426229508,0.264754098360656
"1087",6,"WAS","T.McLaurin","WR",1,12,7,74,0,110,0,7.4,40,244,0.3,0.450819672131148,0.765573770491803
"1088",7,"ARI","A.Isabella","WR",1,3,1,7,0,41,0,0.7,44,394,0.0681818181818182,0.104060913705584,0.175115366866636
"1089",7,"ARI","C.Kirk","WR",1,8,5,37,2,69,0,15.7,44,394,0.181818181818182,0.175126903553299,0.395316105214582
"1090",7,"ARI","D.Arnold","TE",1,3,2,57,0,64,0,5.7,44,394,0.0681818181818182,0.16243654822335,0.215978311029072
"1091",7,"ARI","D.Daniels","TE",1,1,0,0,0,15,0,0,44,394,0.0227272727272727,0.0380710659898477,0.0607406552838025
"1092",7,"ARI","D.Hopkins","WR",1,12,10,103,1,161,1,14.3,44,394,0.272727272727273,0.408629441624365,0.695131518227965
"1093",7,"ARI","L.Fitzgerald","WR",1,8,8,62,0,37,0,6.2,44,394,0.181818181818182,0.0939086294416244,0.33846331333641
"1094",7,"ATL","B.Powell","WR",1,2,1,4,0,9,0,0.4,40,283,0.05,0.0318021201413428,0.0972614840989399
"1095",7,"ATL","C.Ridley","WR",1,8,6,76,1,102,0,13.6,40,283,0.2,0.360424028268551,0.552296819787986
"1096",7,"ATL","H.Hurst","TE",1,6,5,61,0,40,0,6.1,40,283,0.15,0.141342756183746,0.323939929328622
"1097",7,"ATL","J.Jones","WR",1,9,8,97,0,73,0,9.7,40,283,0.225,0.257950530035336,0.518065371024735
"1098",7,"ATL","L.Stocker","TE",1,1,0,0,0,1,0,0,40,283,0.025,0.00353356890459364,0.0399734982332156
"1099",7,"ATL","R.Gage","WR",1,7,6,54,0,46,0,5.4,40,283,0.175,0.162544169611307,0.376280918727915
"1100",7,"BUF","C.Beasley","WR",1,12,11,112,0,73,0,11.2,41,275,0.292682926829268,0.265454545454545,0.624842572062084
"1101",7,"BUF","G.Davis","WR",1,3,1,11,0,42,0,1.1,41,275,0.0731707317073171,0.152727272727273,0.216665188470066
"1102",7,"BUF","I.McKenzie","WR",1,2,2,14,0,1,0,1.4,41,275,0.0487804878048781,0.00363636363636364,0.0757161862527716
"1103",7,"BUF","R.Gilliam","TE",1,1,1,15,0,7,0,1.5,41,275,0.024390243902439,0.0254545454545455,0.0544035476718404
"1104",7,"BUF","S.Diggs","WR",1,11,6,48,0,114,0,4.8,41,275,0.268292682926829,0.414545454545455,0.692620842572062
"1105",7,"BUF","T.Kroft","TE",1,4,4,64,0,37,0,6.4,41,275,0.0975609756097561,0.134545454545455,0.240523281596452
"1106",7,"CAR","B.Zylstra","WR",1,1,1,4,0,-1,0,0.4,27,186,0.037037037037037,-0.00537634408602151,0.0517921146953405
"1107",7,"CAR","C.Samuel","WR",1,6,6,48,0,18,0,4.8,27,186,0.222222222222222,0.0967741935483871,0.401075268817204
"1108",7,"CAR","D.Moore","WR",1,5,4,93,2,66,0,21.3,27,186,0.185185185185185,0.354838709677419,0.526164874551971
"1109",7,"CAR","I.Thomas","TE",1,1,1,11,0,6,0,1.1,27,186,0.037037037037037,0.032258064516129,0.0781362007168459
"1110",7,"CAR","R.Anderson","WR",1,8,6,74,0,107,0,7.4,27,186,0.296296296296296,0.575268817204301,0.847132616487455
"1111",7,"CHI","A.Miller","WR",1,5,3,20,0,63,0,2,38,406,0.131578947368421,0.155172413793103,0.305989110707804
"1112",7,"CHI","A.Robinson","WR",1,4,4,70,0,67,0,7,38,406,0.105263157894737,0.165024630541872,0.273411978221416
"1113",7,"CHI","C.Kmet","TE",1,2,2,45,0,35,0,4.5,38,406,0.0526315789473684,0.0862068965517241,0.13929219600726
"1114",7,"CHI","C.Patterson","WR",1,4,3,11,0,10,0,1.1,38,406,0.105263157894737,0.0246305418719212,0.17513611615245
"1115",7,"CHI","D.Harris","TE",1,3,2,15,0,9,0,1.5,38,406,0.0789473684210526,0.0221674876847291,0.133938294010889
"1116",7,"CHI","D.Mooney","WR",1,7,3,40,0,155,0,4,38,406,0.184210526315789,0.381773399014778,0.543557168784029
"1117",7,"CHI","J.Graham","TE",1,6,5,31,0,24,0,3.1,38,406,0.157894736842105,0.0591133004926108,0.278221415607985
"1118",7,"CHI","J.Wims","WR",1,2,1,8,0,48,0,0.8,38,406,0.0526315789473684,0.118226600985222,0.161705989110708
"1119",7,"CIN","A.Green","WR",1,13,7,82,0,180,0,8.2,47,399,0.276595744680851,0.451127819548872,0.730683090705487
"1120",7,"CIN","A.Tate","WR",1,1,0,0,0,26,0,0,47,399,0.0212765957446809,0.0651629072681704,0.0775289287047406
"1121",7,"CIN","D.Sample","TE",1,6,5,52,0,27,0,5.2,47,399,0.127659574468085,0.0676691729323308,0.238857782754759
"1122",7,"CIN","M.Thomas","WR",1,3,2,54,0,50,0,5.4,47,399,0.0638297872340425,0.12531328320802,0.183463979096678
"1123",7,"CIN","T.Boyd","WR",1,13,11,101,1,76,0,16.1,47,399,0.276595744680851,0.19047619047619,0.54822695035461
"1124",7,"CIN","T.Higgins","WR",1,5,5,71,1,50,0,13.1,47,399,0.106382978723404,0.12531328320802,0.24729376633072
"1125",7,"CLE","D.Njoku","TE",1,3,2,20,1,45,0,8,28,282,0.107142857142857,0.159574468085106,0.27241641337386
"1126",7,"CLE","D.Peoples-Jones","WR",1,3,3,56,1,53,0,11.6,28,282,0.107142857142857,0.187943262411348,0.292274569402229
"1127",7,"CLE","H.Bryant","TE",1,5,4,56,2,45,0,17.6,28,282,0.178571428571429,0.159574468085106,0.379559270516717
"1128",7,"CLE","J.Landry","WR",1,6,5,51,0,21,0,5.1,28,282,0.214285714285714,0.074468085106383,0.373556231003039
"1129",7,"CLE","O.Beckham","WR",1,1,0,0,0,35,0,0,28,282,0.0357142857142857,0.124113475177305,0.140450861195542
"1130",7,"CLE","R.Higgins","WR",1,6,6,110,0,94,0,11,28,282,0.214285714285714,0.333333333333333,0.554761904761905
"1131",7,"DAL","A.Cooper","WR",1,7,7,80,0,59,0,8,21,160,0.333333333333333,0.36875,0.758125
"1132",7,"DAL","C.Lamb","WR",1,5,0,0,0,42,0,0,21,160,0.238095238095238,0.2625,0.540892857142857
"1133",7,"DAL","D.Schultz","TE",1,4,2,22,0,37,0,2.2,21,160,0.19047619047619,0.23125,0.447589285714286
"1134",7,"DAL","M.Gallup","WR",1,2,0,0,0,18,0,0,21,160,0.0952380952380952,0.1125,0.221607142857143
"1135",7,"DEN","A.Okwuegbunam","TE",1,7,7,60,0,17,0,6,38,271,0.184210526315789,0.0627306273062731,0.320227228588075
"1136",7,"DEN","D.Hamilton","WR",1,3,2,26,0,15,0,2.6,38,271,0.0789473684210526,0.0553505535055351,0.157166440085453
"1137",7,"DEN","J.Jeudy","WR",1,4,2,20,0,58,0,2,38,271,0.105263157894737,0.214022140221402,0.307710234997087
"1138",7,"DEN","K.Hamler","WR",1,3,2,24,0,21,0,2.4,38,271,0.0789473684210526,0.0774907749077491,0.172664595067003
"1139",7,"DEN","N.Fant","TE",1,7,3,38,1,66,0,9.8,38,271,0.184210526315789,0.243542435424354,0.446795494270732
"1140",7,"DEN","N.Vannett","TE",1,3,2,25,0,19,0,2.5,38,271,0.0789473684210526,0.0701107011070111,0.167498543406487
"1141",7,"DEN","T.Cleveland","WR",1,1,0,0,0,29,0,0,38,271,0.0263157894736842,0.107011070110701,0.114381433288017
"1142",7,"DEN","T.Patrick","WR",1,4,3,44,0,50,0,4.4,38,271,0.105263157894737,0.18450184501845,0.28704602835502
"1143",7,"DET","D.Amendola","WR",1,4,3,62,0,45,0,6.2,32,341,0.125,0.131964809384164,0.279875366568915
"1144",7,"DET","I.Nauta","TE",1,1,1,3,0,3,0,0.3,32,341,0.03125,0.00879765395894428,0.053033357771261
"1145",7,"DET","J.Agnew","WR",1,1,0,0,0,-2,0,0,32,341,0.03125,-0.00586510263929619,0.0427694281524927
"1146",7,"DET","K.Golladay","WR",1,7,6,114,0,125,0,11.4,32,341,0.21875,0.366568914956012,0.584723240469208
"1147",7,"DET","M.Hall","WR",1,1,0,0,0,45,0,0,32,341,0.03125,0.131964809384164,0.139250366568915
"1148",7,"DET","M.Jones","WR",1,6,5,80,0,72,0,8,32,341,0.1875,0.211143695014663,0.429050586510264
"1149",7,"DET","T.Hockenson","TE",1,6,5,59,1,50,0,11.9,32,341,0.1875,0.146627565982405,0.383889296187683
"1150",7,"GB","D.Adams","WR",1,16,13,196,2,134,0,31.6,34,233,0.470588235294118,0.575107296137339,1.10845746023731
"1151",7,"GB","D.Shepherd","WR",1,1,0,0,0,11,0,0,34,233,0.0294117647058824,0.0472103004291846,0.0771648573592527
"1152",7,"GB","J.Sternberger","TE",1,1,1,3,1,-1,0,6.3,34,233,0.0294117647058824,-0.00429184549356223,0.04111335521333
"1153",7,"GB","M.Lewis","TE",1,3,1,9,0,28,0,0.9,34,233,0.0882352941176471,0.120171673819742,0.21647311285029
"1154",7,"GB","M.Taylor","WR",1,2,2,6,1,-4,0,6.6,34,233,0.0588235294117647,-0.0171673819742489,0.0762181267356728
"1155",7,"GB","M.Valdes-Scantling","WR",1,4,0,0,0,44,0,0,34,233,0.117647058823529,0.188841201716738,0.308659429437011
"1156",7,"GB","R.Tonyan","TE",1,2,2,32,0,25,0,3.2,34,233,0.0588235294117647,0.107296137339056,0.163342590254986
"1157",7,"HOU","B.Cooks","WR",1,9,7,60,0,56,0,6,38,245,0.236842105263158,0.228571428571429,0.515263157894737
"1158",7,"HOU","K.Stills","WR",1,4,2,34,0,50,0,3.4,38,245,0.105263157894737,0.204081632653061,0.300751879699248
"1159",7,"HOU","R.Cobb","WR",1,10,8,95,0,79,0,9.5,38,245,0.263157894736842,0.322448979591837,0.620451127819549
"1160",7,"HOU","W.Fuller","WR",1,6,3,35,1,51,0,9.5,38,245,0.157894736842105,0.208163265306122,0.382556390977444
"1161",7,"JAX","C.Conley","WR",1,2,1,28,1,61,0,8.8,24,243,0.0833333333333333,0.251028806584362,0.300720164609053
"1162",7,"JAX","C.Johnson","WR",1,1,1,13,0,10,0,1.3,24,243,0.0416666666666667,0.0411522633744856,0.0913065843621399
"1163",7,"JAX","D.Chark Jr.","WR",1,7,1,26,0,118,0,2.6,24,243,0.291666666666667,0.48559670781893,0.777417695473251
"1164",7,"JAX","J.O'Shaughnessy","TE",1,3,3,32,0,24,0,3.2,24,243,0.125,0.0987654320987654,0.256635802469136
"1165",7,"JAX","K.Cole Sr.","WR",1,2,1,12,0,17,0,1.2,24,243,0.0833333333333333,0.0699588477366255,0.173971193415638
"1166",7,"JAX","L.Shenault Jr.","WR",1,3,3,44,0,14,0,4.4,24,243,0.125,0.0576131687242798,0.227829218106996
"1167",7,"KC","D.Robinson","WR",1,1,1,4,0,4,0,0.4,24,166,0.0416666666666667,0.0240963855421687,0.0793674698795181
"1168",7,"KC","M.Hardman","WR",1,2,2,57,0,43,0,5.7,24,166,0.0833333333333333,0.259036144578313,0.306325301204819
"1169",7,"KC","M.Kemp","WR",1,1,1,11,0,1,0,1.1,24,166,0.0416666666666667,0.00602409638554217,0.0667168674698795
"1170",7,"KC","N.Keizer","TE",1,2,2,36,0,12,1,1.6,24,166,0.0833333333333333,0.072289156626506,0.175602409638554
"1171",7,"KC","T.Hill","WR",1,10,6,55,1,97,0,11.5,24,166,0.416666666666667,0.58433734939759,1.03403614457831
"1172",7,"KC","T.Kelce","TE",1,3,3,31,0,-1,0,3.1,24,166,0.125,-0.00602409638554217,0.18328313253012
"1173",7,"LA","C.Kupp","WR",1,6,6,43,0,21,0,4.3,31,257,0.193548387096774,0.0817120622568093,0.347521024224928
"1174",7,"LA","G.Everett","TE",1,5,4,28,1,17,0,8.8,31,257,0.161290322580645,0.066147859922179,0.288238985816493
"1175",7,"LA","J.Mundt","TE",1,3,3,48,0,7,0,4.8,31,257,0.0967741935483871,0.0272373540856031,0.164227438182503
"1176",7,"LA","J.Reynolds","WR",1,8,4,52,1,141,0,11.2,31,257,0.258064516129032,0.54863813229572,0.771143466800552
"1177",7,"LA","R.Woods","WR",1,5,3,22,0,49,0,2.2,31,257,0.161290322580645,0.190661478599222,0.375398518890423
"1178",7,"LA","V.Jefferson","WR",1,1,1,14,0,14,0,1.4,31,257,0.032258064516129,0.0544747081712062,0.0865193924940379
"1179",7,"LAC","D.Parham Jr.","TE",1,1,1,22,1,22,0,8.2,42,344,0.0238095238095238,0.063953488372093,0.0804817275747508
"1180",7,"LAC","H.Henry","TE",1,7,3,23,0,54,0,2.3,42,344,0.166666666666667,0.156976744186047,0.359883720930233
"1181",7,"LAC","J.Guyton","WR",1,3,2,84,1,54,0,14.4,42,344,0.0714285714285714,0.156976744186047,0.21702657807309
"1182",7,"LAC","K.Allen","WR",1,13,10,125,0,105,0,12.5,42,344,0.30952380952381,0.305232558139535,0.677948504983389
"1183",7,"LAC","M.Williams","WR",1,3,1,4,0,47,0,0.4,42,344,0.0714285714285714,0.136627906976744,0.202782392026578
"1184",7,"LAC","T.Johnson","WR",1,1,0,0,0,44,0,0,42,344,0.0238095238095238,0.127906976744186,0.125249169435216
"1185",7,"LAC","V.Green","TE",1,2,1,26,1,43,0,8.6,42,344,0.0476190476190476,0.125,0.158928571428571
"1186",7,"LV","D.Waller","TE",1,9,6,50,1,45,0,11,36,315,0.25,0.142857142857143,0.475
"1187",7,"LV","H.Renfrow","WR",1,6,4,42,0,33,0,4.2,36,315,0.166666666666667,0.104761904761905,0.323333333333333
"1188",7,"LV","H.Ruggs","WR",1,3,2,35,0,43,0,3.5,36,315,0.0833333333333333,0.136507936507936,0.220555555555556
"1189",7,"LV","J.Witten","TE",1,1,1,6,0,3,0,0.6,36,315,0.0277777777777778,0.00952380952380952,0.0483333333333333
"1190",7,"LV","N.Agholor","WR",1,9,5,107,1,141,0,16.7,36,315,0.25,0.447619047619048,0.688333333333333
"1191",7,"LV","R.Gafford","WR",1,1,0,0,0,42,0,0,36,315,0.0277777777777778,0.133333333333333,0.135
"1192",7,"NE","D.Byrd","WR",1,2,1,16,0,22,0,1.6,22,188,0.0909090909090909,0.117021276595745,0.218278529980658
"1193",7,"NE","D.Keene","TE",1,1,1,8,0,7,0,0.8,22,188,0.0454545454545455,0.0372340425531915,0.0942456479690522
"1194",7,"NE","J.Edelman","WR",1,3,1,13,0,24,0,1.3,22,188,0.136363636363636,0.127659574468085,0.293907156673114
"1195",7,"NE","J.Meyers","WR",1,6,4,60,0,128,0,6,22,188,0.272727272727273,0.680851063829787,0.88568665377176
"1196",7,"NE","N.Harry","WR",1,2,1,6,0,7,0,0.6,22,188,0.0909090909090909,0.0372340425531915,0.16242746615087
"1197",7,"NE","R.Izzo","TE",1,1,1,8,0,2,0,0.8,22,188,0.0454545454545455,0.0106382978723404,0.0756286266924565
"1198",7,"NO","A.Carr","WR",1,1,1,6,0,4,0,0.6,35,172,0.0285714285714286,0.0232558139534884,0.0591362126245847
"1199",7,"NO","A.Trautman","TE",1,1,0,0,0,10,0,0,35,172,0.0285714285714286,0.0581395348837209,0.0835548172757475
"1200",7,"NO","D.Harris","WR",1,5,4,46,1,43,0,10.6,35,172,0.142857142857143,0.25,0.389285714285714
"1201",7,"NO","J.Cook","TE",1,4,3,32,1,25,0,9.2,35,172,0.114285714285714,0.145348837209302,0.273172757475083
"1202",7,"NO","J.Hill","TE",1,1,1,0,0,-1,0,0,35,172,0.0285714285714286,-0.00581395348837209,0.0387873754152824
"1203",7,"NO","M.Callaway","WR",1,10,8,75,0,71,0,7.5,35,172,0.285714285714286,0.412790697674419,0.717524916943522
"1204",7,"NO","T.Smith","WR",1,4,4,54,0,37,0,5.4,35,172,0.114285714285714,0.215116279069767,0.322009966777409
"1205",7,"NYG","D.Slayton","WR",1,3,2,23,0,33,0,2.3,28,162,0.107142857142857,0.203703703703704,0.303306878306878
"1206",7,"NYG","E.Engram","TE",1,9,6,46,0,56,0,4.6,28,162,0.321428571428571,0.345679012345679,0.724118165784832
"1207",7,"NYG","G.Tate","WR",1,2,1,39,1,28,0,9.9,28,162,0.0714285714285714,0.172839506172839,0.228130511463845
"1208",7,"NYG","S.Shepard","WR",1,8,6,59,1,54,0,11.9,28,162,0.285714285714286,0.333333333333333,0.661904761904762
"1209",7,"NYJ","B.Berrios","WR",1,7,4,35,0,42,0,3.5,21,146,0.333333333333333,0.287671232876712,0.701369863013699
"1210",7,"NYJ","B.Perriman","WR",1,2,2,27,0,17,0,2.7,21,146,0.0952380952380952,0.116438356164384,0.224363992172211
"1211",7,"NYJ","D.Mims","WR",1,7,4,42,0,58,0,4.2,21,146,0.333333333333333,0.397260273972603,0.778082191780822
"1212",7,"NYJ","J.Smith","WR",1,1,0,0,0,17,0,0,21,146,0.0476190476190476,0.116438356164384,0.15293542074364
"1213",7,"NYJ","T.Wesco","TE",1,1,0,0,0,2,0,0,21,146,0.0476190476190476,0.0136986301369863,0.0810176125244618
"1214",7,"PHI","D.Jackson","WR",1,5,3,34,0,45,0,3.4,41,369,0.121951219512195,0.121951219512195,0.268292682926829
"1215",7,"PHI","G.Ward","WR",1,6,5,42,1,43,0,10.2,41,369,0.146341463414634,0.116531165311653,0.301084010840108
"1216",7,"PHI","H.Butler","TE",1,1,0,0,0,3,0,0,41,369,0.024390243902439,0.00813008130081301,0.0422764227642276
"1217",7,"PHI","J.Arcega-Whiteside","WR",1,1,1,8,0,3,0,0.8,41,369,0.024390243902439,0.00813008130081301,0.0422764227642276
"1218",7,"PHI","J.Hightower","WR",1,2,1,59,0,66,0,5.9,41,369,0.0487804878048781,0.178861788617886,0.198373983739837
"1219",7,"PHI","R.Rodgers","TE",1,8,6,85,0,61,0,8.5,41,369,0.195121951219512,0.165311653116531,0.40840108401084
"1220",7,"PHI","T.Fulgham","WR",1,11,5,73,0,133,0,7.3,41,369,0.268292682926829,0.360433604336043,0.654742547425474
"1221",7,"PIT","C.Claypool","WR",1,1,1,-2,0,-4,0,-0.2,49,266,0.0204081632653061,-0.0150375939849624,0.0200859291084855
"1222",7,"PIT","D.Johnson","WR",1,15,9,80,2,102,0,20,49,266,0.306122448979592,0.383458646616541,0.727604726100967
"1223",7,"PIT","E.Ebron","TE",1,8,6,50,0,64,0,5,49,266,0.163265306122449,0.240601503759398,0.413319011815252
"1224",7,"PIT","J.Smith-Schuster","WR",1,14,9,85,0,105,0,8.5,49,266,0.285714285714286,0.394736842105263,0.704887218045113
"1225",7,"PIT","J.Washington","WR",1,1,0,0,0,4,0,0,49,266,0.0204081632653061,0.0150375939849624,0.0411385606874329
"1226",7,"PIT","R.McCloud","WR",1,2,2,12,0,-6,0,1.2,49,266,0.0408163265306122,-0.0225563909774436,0.0454350161117078
"1227",7,"PIT","V.McDonald","TE",1,2,2,14,0,0,0,1.4,49,266,0.0408163265306122,0,0.0612244897959184
"1228",7,"SEA","D.Metcalf","WR",1,5,2,23,0,75,0,2.3,48,432,0.104166666666667,0.173611111111111,0.277777777777778
"1229",7,"SEA","D.Moore","WR",1,3,3,54,0,32,0,5.4,48,432,0.0625,0.0740740740740741,0.145601851851852
"1230",7,"SEA","F.Swain","WR",1,1,0,0,0,8,0,0,48,432,0.0208333333333333,0.0185185185185185,0.044212962962963
"1231",7,"SEA","G.Olsen","TE",1,3,2,18,0,37,0,1.8,48,432,0.0625,0.0856481481481482,0.153703703703704
"1232",7,"SEA","J.Hollister","TE",1,3,3,22,0,10,0,2.2,48,432,0.0625,0.0231481481481481,0.109953703703704
"1233",7,"SEA","T.Lockett","WR",1,20,15,200,3,233,0,38,48,432,0.416666666666667,0.539351851851852,1.0025462962963
"1234",7,"SEA","W.Dissly","TE",1,4,2,38,0,23,0,3.8,48,432,0.0833333333333333,0.0532407407407407,0.162268518518519
"1235",7,"SF","B.Aiyuk","WR",1,7,6,115,0,105,0,11.5,25,160,0.28,0.65625,0.879375
"1236",7,"SF","D.Samuel","WR",1,5,5,65,0,-10,0,6.5,25,160,0.2,-0.0625,0.25625
"1237",7,"SF","G.Kittle","TE",1,7,5,55,0,49,0,5.5,25,160,0.28,0.30625,0.634375
"1238",7,"SF","K.Bourne","WR",1,1,0,0,0,4,0,0,25,160,0.04,0.025,0.0775
"1239",7,"TB","C.Brate","TE",1,1,1,8,0,8,0,0.8,41,376,0.024390243902439,0.0212765957446809,0.0514789828749351
"1240",7,"TB","C.Godwin","WR",1,9,9,88,1,61,0,14.8,41,376,0.219512195121951,0.162234042553191,0.442832122470161
"1241",7,"TB","M.Evans","WR",1,2,2,37,0,28,0,3.7,41,376,0.0487804878048781,0.074468085106383,0.125298391281785
"1242",7,"TB","R.Gronkowski","TE",1,8,5,62,1,105,0,12.2,41,376,0.195121951219512,0.279255319148936,0.488161650233524
"1243",7,"TB","S.Miller","WR",1,9,6,109,1,151,0,16.9,41,376,0.219512195121951,0.401595744680851,0.610385313959523
"1244",7,"TB","T.Hudson","TE",1,1,1,12,0,10,0,1.2,41,376,0.024390243902439,0.0265957446808511,0.0552023871302543
"1245",7,"TB","T.Johnson","WR",1,2,2,4,1,-1,0,6.4,41,376,0.0487804878048781,-0.00265957446808511,0.0713090295796575
"1246",7,"TEN","A.Brown","WR",1,8,6,153,1,90,0,21.3,30,255,0.266666666666667,0.352941176470588,0.647058823529412
"1247",7,"TEN","A.Firkser","TE",1,2,2,7,0,6,0,0.7,30,255,0.0666666666666667,0.0235294117647059,0.116470588235294
"1248",7,"TEN","A.Humphries","WR",1,3,1,19,0,40,0,1.9,30,255,0.1,0.156862745098039,0.259803921568627
