"","week","posteam","receiver","position","games","targets","rec","yards","TD","air_yards","fumbles","fpts","team_targets","team_air_yards","target_share","air_yards_share","WOPR"
"829",5,"LA","C.Kupp","WR",1,8,5,66,0,51,0,6.6,29,183,0.275862068965517,0.278688524590164,0.608875070661391
"830",5,"LA","G.Everett","TE",1,4,4,90,0,19,0,9,29,183,0.137931034482759,0.103825136612022,0.279574147352553
"831",5,"LA","J.Reynolds","WR",1,4,2,46,0,54,0,4.6,29,183,0.137931034482759,0.295081967213115,0.413453928773318
"832",5,"LA","R.Woods","WR",1,5,4,71,1,58,0,13.1,29,183,0.172413793103448,0.316939890710383,0.48047861315244
"833",5,"LA","T.Higbee","TE",1,2,2,12,0,8,0,1.2,29,183,0.0689655172413793,0.0437158469945355,0.134049368758244
"834",5,"LAC","D.Parham Jr.","TE",1,1,0,0,0,17,0,0,32,384,0.03125,0.0442708333333333,0.0778645833333333
"835",5,"LAC","H.Henry","TE",1,8,4,23,1,58,0,8.3,32,384,0.25,0.151041666666667,0.480729166666667
"836",5,"LAC","J.Guyton","WR",1,3,1,49,0,121,0,4.9,32,384,0.09375,0.315104166666667,0.361197916666667
"837",5,"LAC","K.Allen","WR",1,2,2,29,1,29,0,8.9,32,384,0.0625,0.0755208333333333,0.146614583333333
"838",5,"LAC","K.Hill Jr.","WR",1,2,1,8,0,19,0,0.8,32,384,0.0625,0.0494791666666667,0.128385416666667
"839",5,"LAC","M.Williams","WR",1,8,5,109,2,160,0,22.9,32,384,0.25,0.416666666666667,0.666666666666667
"840",5,"LAC","V.Green","TE",1,1,1,14,0,-5,0,1.4,32,384,0.03125,-0.0130208333333333,0.0377604166666667
"841",5,"LV","D.Waller","TE",1,7,5,48,1,40,0,10.8,31,271,0.225806451612903,0.14760147601476,0.442030710629687
"842",5,"LV","H.Renfrow","WR",1,2,1,42,0,25,0,4.2,31,271,0.0645161290322581,0.0922509225092251,0.161349839304845
"843",5,"LV","H.Ruggs","WR",1,3,2,118,1,92,0,17.8,31,271,0.0967741935483871,0.339483394833948,0.382799666706344
"844",5,"LV","J.Witten","TE",1,2,2,6,0,-1,0,0.6,31,271,0.0645161290322581,-0.003690036900369,0.0941911677181288
"845",5,"LV","N.Agholor","WR",1,2,2,67,1,39,0,12.7,31,271,0.0645161290322581,0.143911439114391,0.197512200928461
"846",5,"LV","R.Gafford","WR",1,1,0,0,0,22,0,0,31,271,0.032258064516129,0.0811808118081181,0.105213665039876
"847",5,"LV","Z.Jones","WR",1,1,1,2,0,1,0,0.2,31,271,0.032258064516129,0.003690036900369,0.0509701226044518
"848",5,"MIA","A.Shaheen","TE",1,1,1,3,1,0,0,6.3,27,257,0.037037037037037,0,0.0555555555555556
"849",5,"MIA","D.Parker","WR",1,3,2,50,1,45,0,11,27,257,0.111111111111111,0.175097276264591,0.289234760051881
"850",5,"MIA","I.Ford","WR",1,2,2,23,0,23,0,2.3,27,257,0.0740740740740741,0.0894941634241245,0.173757025507998
"851",5,"MIA","J.Grant","WR",1,3,1,6,0,27,0,0.6,27,257,0.111111111111111,0.105058365758755,0.240207522697795
"852",5,"MIA","M.Gesicki","TE",1,6,5,91,0,52,0,9.1,27,257,0.222222222222222,0.202334630350195,0.474967574578469
"853",5,"MIA","P.Williams","WR",1,5,4,106,1,111,0,16.6,27,257,0.185185185185185,0.431906614785992,0.580112408127972
"854",5,"MIN","A.Thielen","WR",1,13,9,80,2,125,0,20,39,266,0.333333333333333,0.469924812030075,0.828947368421053
"855",5,"MIN","C.Beebe","WR",1,2,1,11,0,9,0,1.1,39,266,0.0512820512820513,0.0338345864661654,0.100607287449393
"856",5,"MIN","I.Smith","TE",1,5,4,64,0,53,0,6.4,39,266,0.128205128205128,0.199248120300752,0.331781376518219
"857",5,"MIN","J.Jefferson","WR",1,5,3,23,0,53,0,2.3,39,266,0.128205128205128,0.199248120300752,0.331781376518219
"858",5,"MIN","K.Rudolph","TE",1,2,1,10,0,16,0,1,39,266,0.0512820512820513,0.0601503759398496,0.119028340080972
"859",5,"MIN","O.Johnson","WR",1,1,1,13,0,13,0,1.3,39,266,0.0256410256410256,0.0488721804511278,0.0726720647773279
"860",5,"NO","B.Fowler","WR",1,6,2,11,0,47,0,1.1,47,331,0.127659574468085,0.141993957703928,0.290885132094877
"861",5,"NO","E.Sanders","WR",1,14,12,122,0,114,0,12.2,47,331,0.297872340425532,0.344410876132931,0.687896123931349
"862",5,"NO","J.Cook","TE",1,3,2,52,1,57,0,11.2,47,331,0.0638297872340425,0.172205438066465,0.216288487497589
"863",5,"NO","J.Hill","TE",1,1,1,1,0,0,0,0.1,47,331,0.0212765957446809,0,0.0319148936170213
"864",5,"NO","M.Callaway","WR",1,6,4,34,0,43,0,3.4,47,331,0.127659574468085,0.129909365558912,0.282425917593366
"865",5,"NO","T.Smith","WR",1,3,2,8,0,15,0,0.8,47,331,0.0638297872340425,0.0453172205438066,0.127466735231728
"866",5,"NYG","D.Ratley","WR",1,1,0,0,0,5,0,0,29,193,0.0344827586206897,0.0259067357512953,0.0698588529569412
"867",5,"NYG","D.Slayton","WR",1,11,8,129,0,145,0,12.9,29,193,0.379310344827586,0.751295336787565,1.09487225299267
"868",5,"NYG","E.Engram","TE",1,2,1,16,0,10,0,1.6,29,193,0.0689655172413793,0.0518134715025907,0.139717705913882
"869",5,"NYG","G.Tate","WR",1,5,4,42,0,38,0,4.2,29,193,0.172413793103448,0.196891191709845,0.396444523852064
"870",5,"NYG","K.Smith","TE",1,1,1,7,0,5,0,0.7,29,193,0.0344827586206897,0.0259067357512953,0.0698588529569412
"871",5,"NYJ","B.Berrios","WR",1,2,0,0,0,57,0,0,31,309,0.0645161290322581,0.184466019417476,0.22590040714062
"872",5,"NYJ","C.Herndon","TE",1,3,2,24,0,17,0,2.4,31,309,0.0967741935483871,0.0550161812297735,0.183672617183422
"873",5,"NYJ","C.Hogan","WR",1,3,3,20,0,14,0,2,31,309,0.0967741935483871,0.0453074433656958,0.176876500678568
"874",5,"NYJ","J.Crowder","WR",1,10,8,116,1,72,0,17.6,31,309,0.32258064516129,0.233009708737864,0.64697776385844
"875",5,"NYJ","J.Smith","WR",1,11,3,23,0,141,0,2.3,31,309,0.354838709677419,0.456310679611651,0.851675540244284
"876",5,"NYJ","T.Wesco","TE",1,1,1,5,0,5,0,0.5,31,309,0.032258064516129,0.0161812297734628,0.0597139576156175
"877",5,"PHI","G.Ward","WR",1,5,4,26,1,30,0,8.6,36,474,0.138888888888889,0.0632911392405063,0.252637130801688
"878",5,"PHI","J.Arcega-Whiteside","WR",1,1,1,37,0,34,0,3.7,36,474,0.0277777777777778,0.0717299578059072,0.0918776371308017
"879",5,"PHI","J.Hightower","WR",1,6,2,18,0,210,0,1.8,36,474,0.166666666666667,0.443037974683544,0.560126582278481
"880",5,"PHI","R.Rodgers","TE",1,1,1,18,0,13,0,1.8,36,474,0.0277777777777778,0.0274261603375527,0.0608649789029536
"881",5,"PHI","T.Fulgham","WR",1,13,10,152,1,139,0,21.2,36,474,0.361111111111111,0.293248945147679,0.746940928270042
"882",5,"PHI","Z.Ertz","TE",1,6,1,6,0,38,0,0.6,36,474,0.166666666666667,0.080168776371308,0.306118143459916
"883",5,"PIT","C.Claypool","WR",1,11,7,110,3,145,0,29,34,196,0.323529411764706,0.739795918367347,1.0031512605042
"884",5,"PIT","D.Johnson","WR",1,1,1,-2,0,-1,0,-0.2,34,196,0.0294117647058824,-0.00510204081632653,0.040546218487395
"885",5,"PIT","E.Ebron","TE",1,6,5,43,0,43,1,2.3,34,196,0.176470588235294,0.219387755102041,0.41827731092437
"886",5,"PIT","J.Smith-Schuster","WR",1,5,4,28,0,18,0,2.8,34,196,0.147058823529412,0.0918367346938776,0.284873949579832
"887",5,"PIT","J.Washington","WR",1,4,3,25,0,3,0,2.5,34,196,0.117647058823529,0.0153061224489796,0.18718487394958
"888",5,"PIT","R.McCloud","WR",1,3,3,12,0,-5,0,1.2,34,196,0.0882352941176471,-0.0255102040816327,0.114495798319328
"889",5,"PIT","V.McDonald","TE",1,1,1,4,0,-3,0,0.4,34,196,0.0294117647058824,-0.0153061224489796,0.0334033613445378
"890",5,"SEA","D.Metcalf","WR",1,11,6,93,2,189,0,21.3,30,343,0.366666666666667,0.551020408163265,0.935714285714286
"891",5,"SEA","D.Moore","WR",1,3,0,0,0,69,0,0,30,343,0.1,0.201166180758017,0.290816326530612
"892",5,"SEA","F.Swain","WR",1,2,2,14,0,10,0,1.4,30,343,0.0666666666666667,0.0291545189504373,0.120408163265306
"893",5,"SEA","G.Olsen","TE",1,1,1,20,0,15,0,2,30,343,0.0333333333333333,0.043731778425656,0.0806122448979592
"894",5,"SEA","T.Lockett","WR",1,5,4,44,0,16,0,4.4,30,343,0.166666666666667,0.0466472303206997,0.28265306122449
"895",5,"SEA","W.Dissly","TE",1,1,1,19,1,19,0,7.9,30,343,0.0333333333333333,0.0553935860058309,0.0887755102040816
"896",5,"SF","B.Aiyuk","WR",1,6,3,44,0,113,0,4.4,35,316,0.171428571428571,0.357594936708861,0.50745931283906
"897",5,"SF","D.Samuel","WR",1,8,2,19,0,79,0,1.9,35,316,0.228571428571429,0.25,0.517857142857143
"898",5,"SF","G.Kittle","TE",1,8,4,44,0,44,0,4.4,35,316,0.228571428571429,0.139240506329114,0.440325497287523
"899",5,"SF","K.Bourne","WR",1,4,2,30,1,21,0,9,35,316,0.114285714285714,0.0664556962025316,0.217947558770344
"900",5,"TB","C.Brate","TE",1,6,5,44,0,56,0,4.4,41,383,0.146341463414634,0.14621409921671,0.321862064573648
"901",5,"TB","J.Mickens","WR",1,2,2,22,0,6,0,2.2,41,383,0.0487804878048781,0.0156657963446475,0.0841367891485703
"902",5,"TB","M.Evans","WR",1,9,5,41,1,140,0,10.1,41,383,0.219512195121951,0.365535248041775,0.58514296631217
"903",5,"TB","R.Gronkowski","TE",1,6,3,52,0,37,0,5.2,41,383,0.146341463414634,0.0966057441253264,0.28713621600968
"904",5,"TB","T.Hudson","TE",1,4,1,9,0,64,0,0.9,41,383,0.0975609756097561,0.16710182767624,0.263312742788002
"905",5,"TB","T.Johnson","WR",1,6,4,61,0,49,0,6.1,41,383,0.146341463414634,0.127937336814621,0.309068330892186
"906",5,"TEN","A.Brown","WR",1,9,7,82,1,87,0,14.2,28,181,0.321428571428571,0.480662983425414,0.818606945540647
"907",5,"TEN","A.Firkser","TE",1,5,3,19,0,49,0,1.9,28,181,0.178571428571429,0.270718232044199,0.457359905288082
"908",5,"TEN","C.Hollister","WR",1,1,1,12,0,10,0,1.2,28,181,0.0357142857142857,0.0552486187845304,0.0922454617205998
"909",5,"TEN","J.Smith","TE",1,7,5,40,2,20,0,16,28,181,0.25,0.110497237569061,0.452348066298343
"910",5,"TEN","K.Raymond","WR",1,2,2,26,0,15,0,2.6,28,181,0.0714285714285714,0.0828729281767956,0.165153906866614
"911",5,"TEN","N.Westbrook","WR",1,1,1,7,0,3,0,0.7,28,181,0.0357142857142857,0.0165745856353591,0.06517363851618
"912",5,"WAS","D.Inman","WR",1,1,1,-2,0,-5,0,-0.2,28,121,0.0357142857142857,-0.0413223140495868,0.0246458087367178
"913",5,"WAS","I.Wright","WR",1,1,1,3,0,5,0,0.3,28,121,0.0357142857142857,0.0413223140495868,0.0824970484061393
"914",5,"WAS","J.Sprinkle","TE",1,1,0,0,0,4,0,0,28,121,0.0357142857142857,0.0330578512396694,0.0767119244391972
"915",5,"WAS","L.Thomas","TE",1,4,1,4,0,32,0,0.4,28,121,0.142857142857143,0.264462809917355,0.399409681227863
"916",5,"WAS","T.Hemingway","TE",1,1,1,10,0,4,0,1,28,121,0.0357142857142857,0.0330578512396694,0.0767119244391972
"917",5,"WAS","T.McLaurin","WR",1,7,3,26,0,97,0,2.6,28,121,0.25,0.801652892561983,0.936157024793388
"918",6,"ARI","A.Isabella","WR",1,2,0,0,0,86,0,0,22,230,0.0909090909090909,0.373913043478261,0.398102766798419
"919",6,"ARI","C.Kirk","WR",1,3,2,86,2,44,0,20.6,22,230,0.136363636363636,0.191304347826087,0.338458498023715
"920",6,"ARI","D.Daniels","TE",1,1,1,1,0,1,0,0.1,22,230,0.0454545454545455,0.00434782608695652,0.0712252964426877
"921",6,"ARI","D.Hopkins","WR",1,8,2,73,0,56,0,7.3,22,230,0.363636363636364,0.243478260869565,0.715889328063241
"922",6,"ARI","L.Fitzgerald","WR",1,4,3,22,0,27,0,2.2,22,230,0.181818181818182,0.117391304347826,0.354901185770751
"923",6,"ATL","C.Blake","WR",1,2,1,5,0,17,0,0.5,37,253,0.0540540540540541,0.0671936758893281,0.128116654203611
"924",6,"ATL","C.Ridley","WR",1,7,6,61,1,56,0,12.1,37,253,0.189189189189189,0.221343873517787,0.438724495246234
"925",6,"ATL","H.Hurst","TE",1,4,4,57,1,21,0,11.7,37,253,0.108108108108108,0.08300395256917,0.220264928960581
"926",6,"ATL","J.Jones","WR",1,10,8,137,2,79,0,25.7,37,253,0.27027027027027,0.312252964426877,0.62398248050422
"927",6,"ATL","O.Zaccheaus","WR",1,2,0,0,0,19,0,0,37,253,0.0540540540540541,0.075098814229249,0.133650251041555
"928",6,"ATL","R.Gage","WR",1,4,4,65,0,53,0,6.5,37,253,0.108108108108108,0.209486166007905,0.308802478367696
"929",6,"BAL","D.Duvernay","WR",1,3,3,31,0,4,0,3.1,25,161,0.12,0.0248447204968944,0.197391304347826
"930",6,"BAL","M.Andrews","TE",1,4,2,21,0,19,0,2.1,25,161,0.16,0.118012422360248,0.322608695652174
"931",6,"BAL","M.Boykin","WR",1,2,1,11,0,29,0,1.1,25,161,0.08,0.180124223602484,0.246086956521739
"932",6,"BAL","M.Brown","WR",1,6,4,57,0,71,0,5.7,25,161,0.24,0.440993788819876,0.668695652173913
"933",6,"BAL","N.Boyle","TE",1,3,3,33,1,26,0,9.3,25,161,0.12,0.161490683229814,0.29304347826087
"934",6,"BAL","W.Snead","WR",1,2,1,32,0,18,0,3.2,25,161,0.08,0.111801242236025,0.198260869565217
"935",6,"BUF","C.Beasley","WR",1,7,4,45,1,64,0,10.5,25,254,0.28,0.251968503937008,0.596377952755906
"936",6,"BUF","G.Davis","WR",1,1,1,7,0,3,0,0.7,25,254,0.04,0.0118110236220472,0.0682677165354331
"937",6,"BUF","I.McKenzie","WR",1,1,1,4,0,-4,0,0.4,25,254,0.04,-0.015748031496063,0.0489763779527559
"938",6,"BUF","J.Brown","WR",1,4,0,0,0,71,0,0,25,254,0.16,0.279527559055118,0.435669291338583
"939",6,"BUF","S.Diggs","WR",1,8,6,46,1,111,0,10.6,25,254,0.32,0.437007874015748,0.785905511811024
"940",6,"BUF","T.Kroft","TE",1,2,1,7,0,6,0,0.7,25,254,0.08,0.0236220472440945,0.136535433070866
"941",6,"CAR","C.Manhertz","TE",1,2,1,6,0,11,0,0.6,27,246,0.0740740740740741,0.0447154471544715,0.142411924119241
"942",6,"CAR","D.Moore","WR",1,11,5,93,0,119,0,9.3,27,246,0.407407407407407,0.483739837398374,0.949728997289973
"943",6,"CAR","I.Thomas","TE",1,1,1,9,0,4,0,0.9,27,246,0.037037037037037,0.016260162601626,0.0669376693766938
"944",6,"CAR","K.Kirkwood","WR",1,2,1,13,0,32,0,1.3,27,246,0.0740740740740741,0.130081300813008,0.202168021680217
"945",6,"CAR","R.Anderson","WR",1,5,4,77,0,80,0,7.7,27,246,0.185185185185185,0.32520325203252,0.505420054200542
"946",6,"CHI","A.Miller","WR",1,3,3,8,0,-6,0,0.8,36,205,0.0833333333333333,-0.0292682926829268,0.104512195121951
"947",6,"CHI","A.Robinson","WR",1,9,5,53,0,57,0,5.3,36,205,0.25,0.278048780487805,0.569634146341463
"948",6,"CHI","C.Kmet","TE",1,2,2,20,1,15,0,8,36,205,0.0555555555555556,0.0731707317073171,0.134552845528455
"949",6,"CHI","C.Patterson","WR",1,1,1,8,0,6,0,0.8,36,205,0.0277777777777778,0.0292682926829268,0.0621544715447154
"950",6,"CHI","D.Harris","TE",1,3,0,0,0,21,0,0,36,205,0.0833333333333333,0.102439024390244,0.196707317073171
"951",6,"CHI","D.Mooney","WR",1,5,3,36,0,74,0,3.6,36,205,0.138888888888889,0.360975609756098,0.461016260162602
"952",6,"CHI","J.Graham","TE",1,8,5,34,0,34,0,3.4,36,205,0.222222222222222,0.165853658536585,0.449430894308943
"953",6,"CIN","A.Erickson","WR",1,1,0,0,0,10,0,0,39,344,0.0256410256410256,0.0290697674418605,0.0588103756708408
"954",6,"CIN","A.Green","WR",1,11,8,96,0,138,0,9.6,39,344,0.282051282051282,0.401162790697674,0.703890876565295
"955",6,"CIN","C.Carter","TE",1,1,0,0,0,2,0,0,39,344,0.0256410256410256,0.00581395348837209,0.0425313059033989
"956",6,"CIN","D.Sample","TE",1,1,0,0,0,5,0,0,39,344,0.0256410256410256,0.0145348837209302,0.0486359570661896
"957",6,"CIN","M.Thomas","WR",1,3,1,10,0,22,0,1,39,344,0.0769230769230769,0.063953488372093,0.16015205724508
"958",6,"CIN","T.Boyd","WR",1,8,5,54,0,85,0,5.4,39,344,0.205128205128205,0.247093023255814,0.480657423971377
"959",6,"CIN","T.Higgins","WR",1,8,6,125,0,82,0,12.5,39,344,0.205128205128205,0.238372093023256,0.474552772808587
"960",6,"CLE","A.Hooper","TE",1,6,5,52,0,20,0,5.2,26,142,0.230769230769231,0.140845070422535,0.444745395449621
"961",6,"CLE","D.Njoku","TE",1,3,1,7,0,4,0,0.7,26,142,0.115384615384615,0.028169014084507,0.192795232936078
"962",6,"CLE","D.Peoples-Jones","WR",1,1,0,0,0,4,0,0,26,142,0.0384615384615385,0.028169014084507,0.0774106175514626
"963",6,"CLE","H.Bryant","TE",1,2,1,11,1,6,0,7.1,26,142,0.0769230769230769,0.0422535211267606,0.144962080173348
"964",6,"CLE","J.Landry","WR",1,5,3,40,0,37,0,4,26,142,0.192307692307692,0.26056338028169,0.470855904658722
"965",6,"CLE","O.Beckham","WR",1,3,2,25,0,42,0,2.5,26,142,0.115384615384615,0.295774647887324,0.38011917659805
"966",6,"CLE","R.Higgins","WR",1,2,1,13,1,29,0,7.3,26,142,0.0769230769230769,0.204225352112676,0.258342361863489
"967",6,"DAL","A.Cooper","WR",1,10,7,79,1,57,0,13.9,52,301,0.192307692307692,0.18936877076412,0.421019677996422
"968",6,"DAL","B.Bell","TE",1,1,0,0,0,16,0,0,52,301,0.0192307692307692,0.053156146179402,0.0660554561717352
"969",6,"DAL","C.Lamb","WR",1,11,7,64,0,92,0,6.4,52,301,0.211538461538462,0.305647840531561,0.531261180679785
"970",6,"DAL","C.Wilson","WR",1,3,2,10,0,30,0,1,52,301,0.0576923076923077,0.0996677740863787,0.156305903398927
"971",6,"DAL","D.Schultz","TE",1,5,4,35,0,13,0,3.5,52,301,0.0961538461538462,0.0431893687707641,0.174463327370304
"972",6,"DAL","M.Gallup","WR",1,6,2,23,0,82,0,2.3,52,301,0.115384615384615,0.272425249169435,0.363774597495528
"973",6,"DAL","N.Brown","WR",1,2,2,15,0,14,0,1.5,52,301,0.0384615384615385,0.0465116279069767,0.0902504472271914
"974",6,"DEN","A.Okwuegbunam","TE",1,6,2,45,0,86,0,4.5,24,391,0.25,0.219948849104859,0.528964194373402
"975",6,"DEN","D.Hamilton","WR",1,2,0,0,0,35,0,0,24,391,0.0833333333333333,0.0895140664961637,0.187659846547315
"976",6,"DEN","D.Spencer","WR",1,1,0,0,0,-3,0,0,24,391,0.0416666666666667,-0.00767263427109974,0.0571291560102302
"977",6,"DEN","J.Jeudy","WR",1,5,2,32,0,74,0,3.2,24,391,0.208333333333333,0.18925831202046,0.444980818414322
"978",6,"DEN","N.Vannett","TE",1,1,1,7,0,4,0,0.7,24,391,0.0416666666666667,0.010230179028133,0.0696611253196931
"979",6,"DEN","T.Patrick","WR",1,8,4,101,0,193,0,10.1,24,391,0.333333333333333,0.493606138107417,0.845524296675192
"980",6,"DET","D.Amendola","WR",1,2,2,31,0,13,0,3.1,31,269,0.0645161290322581,0.0483271375464684,0.130603189830915
"981",6,"DET","J.Agnew","WR",1,2,2,17,0,-7,0,1.7,31,269,0.0645161290322581,-0.0260223048327138,0.0785585801654875
"982",6,"DET","J.James","TE",1,2,1,3,0,1,0,0.3,31,269,0.0645161290322581,0.00371747211895911,0.0993764240316585
"983",6,"DET","K.Golladay","WR",1,6,4,105,0,120,0,10.5,31,269,0.193548387096774,0.446096654275093,0.602590238637726
"984",6,"DET","M.Hall","WR",1,2,1,6,0,45,0,0.6,31,269,0.0645161290322581,0.16728624535316,0.213874565295599
"985",6,"DET","M.Jones","WR",1,5,2,8,0,39,0,0.8,31,269,0.161290322580645,0.144981412639405,0.343422472718551
"986",6,"DET","T.Hockenson","TE",1,5,2,17,1,34,0,7.7,31,269,0.161290322580645,0.12639405204461,0.330411320302194
"987",6,"GB","D.Adams","WR",1,10,6,61,1,77,0,12.1,31,298,0.32258064516129,0.258389261744966,0.664743450963412
"988",6,"GB","D.Shepherd","WR",1,1,1,16,0,6,0,1.6,31,298,0.032258064516129,0.0201342281879195,0.0624810565057372
"989",6,"GB","E.St","WR",1,2,0,0,0,0,0,0,31,298,0.0645161290322581,0,0.0967741935483871
"990",6,"GB","M.Lewis","TE",1,2,0,0,0,22,0,0,31,298,0.0645161290322581,0.0738255033557047,0.14845204589738
"991",6,"GB","M.Taylor","WR",1,1,0,0,0,21,0,0,31,298,0.032258064516129,0.0704697986577181,0.0977159558345962
"992",6,"GB","M.Valdes-Scantling","WR",1,5,3,32,0,131,0,3.2,31,298,0.161290322580645,0.439597315436242,0.549653604676337
"993",6,"GB","R.Tonyan","TE",1,4,3,25,0,25,0,2.5,31,298,0.129032258064516,0.0838926174496644,0.252273219311539
"994",6,"HOU","B.Cooks","WR",1,9,9,68,1,61,0,12.8,37,334,0.243243243243243,0.182634730538922,0.49270917624211
"995",6,"HOU","D.Fells","TE",1,7,6,85,1,51,0,14.5,37,334,0.189189189189189,0.152694610778443,0.390670011328694
"996",6,"HOU","P.Brown","TE",1,2,2,28,0,19,0,2.8,37,334,0.0540540540540541,0.0568862275449102,0.120901440362518
"997",6,"HOU","R.Cobb","WR",1,4,3,17,1,16,0,7.7,37,334,0.108108108108108,0.0479041916167665,0.195695096293899
"998",6,"HOU","W.Fuller","WR",1,11,6,123,1,177,0,18.3,37,334,0.297297297297297,0.529940119760479,0.816904029778281
"999",6,"IND","D.Harris","WR",1,3,3,29,0,6,0,2.9,42,343,0.0714285714285714,0.0174927113702624,0.119387755102041
"1000",6,"IND","J.Doyle","TE",1,3,3,29,1,24,1,6.9,42,343,0.0714285714285714,0.0699708454810496,0.156122448979592
"1001",6,"IND","M.Johnson","WR",1,8,5,108,0,148,0,10.8,42,343,0.19047619047619,0.431486880466472,0.587755102040816
"1002",6,"IND","T.Burton","TE",1,5,4,58,1,40,0,11.8,42,343,0.119047619047619,0.116618075801749,0.260204081632653
"1003",6,"IND","T.Hilton","WR",1,5,1,11,0,29,0,1.1,42,343,0.119047619047619,0.0845481049562682,0.237755102040816
"1004",6,"IND","Z.Pascal","WR",1,7,4,54,1,93,0,11.4,42,343,0.166666666666667,0.271137026239067,0.439795918367347
"1005",6,"JAX","C.Conley","WR",1,2,1,6,0,8,0,0.6,44,417,0.0454545454545455,0.0191846522781775,0.0816110747765424
"1006",6,"JAX","D.Chark Jr.","WR",1,14,7,45,0,193,0,4.5,44,417,0.318181818181818,0.462829736211031,0.801253542620449
"1007",6,"JAX","J.O'Shaughnessy","TE",1,1,0,0,0,8,0,0,44,417,0.0227272727272727,0.0191846522781775,0.0475201656856333
"1008",6,"JAX","K.Cole Sr.","WR",1,9,6,143,0,184,0,14.3,44,417,0.204545454545455,0.441247002398082,0.615691083496839
"1009",6,"JAX","L.Shenault Jr.","WR",1,7,3,10,0,2,0,1,44,417,0.159090909090909,0.00479616306954436,0.241993677785045
"1010",6,"JAX","T.Davis","TE",1,2,0,0,0,27,0,0,44,417,0.0454545454545455,0.0647482014388489,0.113505559189012
"1011",6,"KC","B.Pringle","WR",1,2,2,46,0,34,0,4.6,26,161,0.0769230769230769,0.211180124223602,0.263210702341137
"1012",6,"KC","D.Robinson","WR",1,6,5,69,0,59,0,6.9,26,161,0.230769230769231,0.366459627329193,0.602675585284281
"1013",6,"KC","M.Hardman","WR",1,1,0,0,0,7,0,0,26,161,0.0384615384615385,0.0434782608695652,0.0881270903010034
"1014",6,"KC","N.Keizer","TE",1,1,1,2,0,-5,0,0.2,26,161,0.0384615384615385,-0.031055900621118,0.0359531772575251
"1015",6,"KC","R.Seals-Jones","TE",1,1,0,0,0,7,0,0,26,161,0.0384615384615385,0.0434782608695652,0.0881270903010034
"1016",6,"KC","T.Hill","WR",1,3,3,20,0,8,0,2,26,161,0.115384615384615,0.0496894409937888,0.207859531772575
"1017",6,"KC","T.Kelce","TE",1,7,5,65,2,65,1,16.5,26,161,0.269230769230769,0.403726708074534,0.686454849498328
"1018",6,"LA","C.Kupp","WR",1,9,3,15,0,120,0,1.5,37,455,0.243243243243243,0.263736263736264,0.54948024948025
"1019",6,"LA","G.Everett","TE",1,4,3,27,0,30,0,2.7,37,455,0.108108108108108,0.0659340659340659,0.208316008316008
"1020",6,"LA","J.Reynolds","WR",1,5,2,45,1,98,0,10.5,37,455,0.135135135135135,0.215384615384615,0.353471933471934
"1021",6,"LA","R.Woods","WR",1,10,4,29,1,160,0,8.9,37,455,0.27027027027027,0.351648351648352,0.651559251559252
"1022",6,"LA","T.Higbee","TE",1,4,3,56,0,42,0,5.6,37,455,0.108108108108108,0.0923076923076923,0.226777546777547
"1023",6,"LA","V.Jefferson","WR",1,1,1,8,0,3,0,0.8,37,455,0.027027027027027,0.00659340659340659,0.0451559251559252
"1024",6,"MIA","A.Shaheen","TE",1,3,3,51,1,16,0,11.1,29,220,0.103448275862069,0.0727272727272727,0.206081504702194
"1025",6,"MIA","D.Parker","WR",1,8,3,35,0,76,0,3.5,29,220,0.275862068965517,0.345454545454545,0.655611285266458
"1026",6,"MIA","D.Smythe","TE",1,2,1,4,1,11,0,6.4,29,220,0.0689655172413793,0.05,0.138448275862069
"1027",6,"MIA","J.Grant","WR",1,4,4,48,0,28,0,4.8,29,220,0.137931034482759,0.127272727272727,0.295987460815047
"1028",6,"MIA","M.Gesicki","TE",1,2,0,0,0,30,0,0,29,220,0.0689655172413793,0.136363636363636,0.198902821316614
"1029",6,"MIA","P.Williams","WR",1,3,2,18,1,62,0,7.8,29,220,0.103448275862069,0.281818181818182,0.352445141065831
"1030",6,"MIN","A.Thielen","WR",1,5,3,51,1,71,0,11.1,35,328,0.142857142857143,0.216463414634146,0.365810104529617
"1031",6,"MIN","C.Beebe","WR",1,6,2,13,0,40,0,1.3,35,328,0.171428571428571,0.121951219512195,0.342508710801394
"1032",6,"MIN","I.Smith","TE",1,5,4,55,0,31,0,5.5,35,328,0.142857142857143,0.0945121951219512,0.28044425087108
"1033",6,"MIN","J.Jefferson","WR",1,11,9,166,2,137,0,28.6,35,328,0.314285714285714,0.417682926829268,0.763806620209059
"1034",6,"MIN","K.Rudolph","TE",1,4,3,47,0,30,0,4.7,35,328,0.114285714285714,0.0914634146341463,0.235452961672474
"1035",6,"NE","D.Byrd","WR",1,4,3,38,0,79,0,3.8,27,147,0.148148148148148,0.537414965986395,0.598412698412698
"1036",6,"NE","I.Zuber","WR",1,1,1,16,0,3,0,1.6,27,147,0.037037037037037,0.0204081632653061,0.0698412698412698
"1037",6,"NE","J.Edelman","WR",1,6,2,8,0,35,0,0.8,27,147,0.222222222222222,0.238095238095238,0.5
"1038",6,"NE","N.Harry","WR",1,2,0,0,0,28,0,0,27,147,0.0740740740740741,0.19047619047619,0.244444444444444
